Rain (mm),ET(mm),Runoff (mm/day),Date
9.57625,3.290322581,0.019,13/03/1973
5.19,3.290322581,0.019,14/03/1973
0,3.290322581,0.019,15/03/1973
0,3.290322581,0.019,16/03/1973
0.25625,3.290322581,0.019,17/03/1973
12.92875,3.290322581,0.019,18/03/1973
8.03375,3.290322581,0.019,19/03/1973
0.47125,3.290322581,0.019,20/03/1973
0.15,3.290322581,0.038,21/03/1973
0,3.290322581,0.038,22/03/1973
0,3.290322581,0.038,23/03/1973
0,3.290322581,0.019,24/03/1973
0,3.290322581,0.019,25/03/1973
0,3.290322581,0.019,26/03/1973
6.69375,3.290322581,0.019,27/03/1973
7.97875,3.290322581,0.019,28/03/1973
19.42125,3.290322581,0.019,29/03/1973
16.30125,3.290322581,0.308,30/03/1973
4.495,3.290322581,1.038,31/03/1973
0.51,2.2,0.538, 1/04/1973
0,2.2,0.231, 2/04/1973
0,2.2,0.077, 3/04/1973
0,2.2,0.019, 4/04/1973
0,2.2,0.019, 5/04/1973
0.75,2.2,0.019, 6/04/1973
1.13125,2.2,0.019, 7/04/1973
0.40875,2.2,0.019, 8/04/1973
0,2.2,0.019, 9/04/1973
0,2.2,0.019,10/04/1973
0,2.2,0.019,11/04/1973
0,2.2,0.019,12/04/1973
0,2.2,0.019,13/04/1973
0,2.2,0.019,14/04/1973
1.09375,2.2,0.019,15/04/1973
2.65625,2.2,0.019,16/04/1973
4.4375,2.2,0.019,17/04/1973
9.055,2.2,0.019,18/04/1973
4.905,2.2,0.019,19/04/1973
4.01375,2.2,0.038,20/04/1973
6.04125,2.2,0.096,21/04/1973
3.64875,2.2,0.231,22/04/1973
0.79875,2.2,0.404,23/04/1973
0,2.2,0.346,24/04/1973
10.33125,2.2,0.231,25/04/1973
10.88625,2.2,0.077,26/04/1973
3.21875,2.2,0.212,27/04/1973
0.24375,2.2,0.308,28/04/1973
0,2.2,0.25,29/04/1973
0,2.2,0.154,30/04/1973
2.35625,1.258064516,0.115, 1/05/1973
12.82,1.258064516,0.096, 2/05/1973
17.74375,1.258064516,4.327, 3/05/1973
6.54,1.258064516,5.923, 4/05/1973
0.50625,1.258064516,1.558, 5/05/1973
1.9225,1.258064516,0.769, 6/05/1973
1.22125,1.258064516,0.5, 7/05/1973
0.1625,1.258064516,0.385, 8/05/1973
1.61375,1.258064516,0.231, 9/05/1973
1.22,1.258064516,0.231,10/05/1973
0.91,1.258064516,0.212,11/05/1973
0.96,1.258064516,0.154,12/05/1973
0.3225,1.258064516,0.154,13/05/1973
14.13,1.258064516,0.154,14/05/1973
13.19,1.258064516,1.981,15/05/1973
9.1875,1.258064516,3.481,16/05/1973
6.75125,1.258064516,4.038,17/05/1973
6.33125,1.258064516,2.442,18/05/1973
3.25375,1.258064516,3.288,19/05/1973
0.5575,1.258064516,1.788,20/05/1973
2.03125,1.258064516,1.173,21/05/1973
1.62875,1.258064516,0.769,22/05/1973
7.31875,1.258064516,0.981,23/05/1973
4.47375,1.258064516,2.769,24/05/1973
4.1075,1.258064516,1.558,25/05/1973
2.8575,1.258064516,1.558,26/05/1973
0.7925,1.258064516,1.654,27/05/1973
2.1625,1.258064516,1.135,28/05/1973
3.12375,1.258064516,0.885,29/05/1973
1.20375,1.258064516,0.885,30/05/1973
0,1.258064516,0.846,31/05/1973
0,1.033333333,0.673, 1/06/1973
5.4875,1.033333333,0.538, 2/06/1973
3.2925,1.033333333,1.365, 3/06/1973
4.4875,1.033333333,1.231, 4/06/1973
13.58,1.033333333,0.942, 5/06/1973
13.81375,1.033333333,6.212, 6/06/1973
4.61875,1.033333333,9.135, 7/06/1973
0.15,1.033333333,4.038, 8/06/1973
3.3125,1.033333333,1.885, 9/06/1973
8.49375,1.033333333,2.019,10/06/1973
3.90375,1.033333333,4.808,11/06/1973
3.1,1.033333333,2.308,12/06/1973
1.86,1.033333333,2.115,13/06/1973
16.00625,1.033333333,1.788,14/06/1973
10.10375,1.033333333,10.404,15/06/1973
0.3,1.033333333,6.212,16/06/1973
0,1.033333333,2.442,17/06/1973
0,1.033333333,1.5,18/06/1973
0,1.033333333,1.038,19/06/1973
10.18125,1.033333333,0.846,20/06/1973
11.14,1.033333333,3.865,21/06/1973
3.01875,1.033333333,5.5,22/06/1973
1.375,1.033333333,2.442,23/06/1973
3.45625,1.033333333,2.019,24/06/1973
4.84125,1.033333333,1.692,25/06/1973
6.02625,1.033333333,1.404,26/06/1973
2.44125,1.033333333,2.769,27/06/1973
0,1.033333333,1.788,28/06/1973
1.5875,1.033333333,1.173,29/06/1973
0.9525,1.033333333,1.038,30/06/1973
0,1.096774194,0.846, 1/07/1973
0,1.096774194,0.673, 2/07/1973
3.85625,1.096774194,0.596, 3/07/1973
2.31375,1.096774194,0.596, 4/07/1973
0.25,1.096774194,0.538, 5/07/1973
0.15,1.096774194,0.442, 6/07/1973
0,1.096774194,0.404, 7/07/1973
0,1.096774194,0.365, 8/07/1973
0,1.096774194,0.346, 9/07/1973
0,1.096774194,0.308,10/07/1973
7.61875,1.096774194,0.346,11/07/1973
4.57125,1.096774194,0.846,12/07/1973
0,1.096774194,0.808,13/07/1973
0,1.096774194,0.538,14/07/1973
2.73125,1.096774194,0.442,15/07/1973
3.52,1.096774194,0.404,16/07/1973
2.37875,1.096774194,0.885,17/07/1973
1.2625,1.096774194,1.077,18/07/1973
0.5575,1.096774194,0.981,19/07/1973
2.025,1.096774194,0.769,20/07/1973
4.95625,1.096774194,0.808,21/07/1973
2.8925,1.096774194,0.885,22/07/1973
0.35625,1.096774194,0.885,23/07/1973
0.2375,1.096774194,0.808,24/07/1973
1.93,1.096774194,0.673,25/07/1973
4.07875,1.096774194,0.769,26/07/1973
2.05375,1.096774194,1.462,27/07/1973
0.15,1.096774194,1.038,28/07/1973
0,1.096774194,0.846,29/07/1973
0,1.096774194,0.673,30/07/1973
3.61875,1.096774194,0.538,31/07/1973
2.29,1.419354839,0.596, 1/08/1973
0.93375,1.419354839,0.538, 2/08/1973
0.5175,1.419354839,0.462, 3/08/1973
4.7875,1.419354839,0.442, 4/08/1973
12.8975,1.419354839,0.769, 5/08/1973
8.1525,1.419354839,3.769, 6/08/1973
2.3825,1.419354839,3.962, 7/08/1973
5.3475,1.419354839,2.635, 8/08/1973
4.50625,1.419354839,3.577, 9/08/1973
1.01625,1.419354839,3.865,10/08/1973
0,1.419354839,2.019,11/08/1973
0.09375,1.419354839,1.365,12/08/1973
0.26875,1.419354839,0.981,13/08/1973
1.0775,1.419354839,0.769,14/08/1973
0.57,1.419354839,0.673,15/08/1973
7.19375,1.419354839,0.462,16/08/1973
10.05375,1.419354839,0.769,17/08/1973
5.88625,1.419354839,2.731,18/08/1973
6.41625,1.419354839,2.25,19/08/1973
2.97,1.419354839,2.538,20/08/1973
0,1.419354839,1.75,21/08/1973
0,1.419354839,1.231,22/08/1973
0,1.419354839,0.846,23/08/1973
0,1.419354839,0.673,24/08/1973
0,1.419354839,0.596,25/08/1973
1.275,1.419354839,0.462,26/08/1973
20.1775,1.419354839,0.981,27/08/1973
13.60375,1.419354839,9.038,28/08/1973
4.03,1.419354839,6.731,29/08/1973
1.96375,1.419354839,2.635,30/08/1973
0.15,1.419354839,1.788,31/08/1973
1.85625,2.3,1.365, 1/09/1973
3.32625,2.3,1.173, 2/09/1973
6.6525,2.3,0.942, 3/09/1973
3.91375,2.3,1.135, 4/09/1973
7.86875,2.3,1.038, 5/09/1973
10.79375,2.3,2.769, 6/09/1973
3.79875,2.3,5.308, 7/09/1973
0,2.3,3.481, 8/09/1973
1.50625,2.3,1.788, 9/09/1973
2.02875,2.3,1.365,10/09/1973
1.58125,2.3,0.981,11/09/1973
2.85625,2.3,0.846,12/09/1973
2.7125,2.3,0.846,13/09/1973
4.045,2.3,0.596,14/09/1973
1.95,2.3,0.673,15/09/1973
0,2.3,0.558,16/09/1973
0,2.3,0.5,17/09/1973
4.0375,2.3,0.404,18/09/1973
9.35375,2.3,0.596,19/09/1973
5.165,2.3,1.596,20/09/1973
3.76625,2.3,1.231,21/09/1973
2.25375,2.3,0.942,22/09/1973
1.4825,2.3,0.769,23/09/1973
1.01125,2.3,0.635,24/09/1973
4.6125,2.3,0.596,25/09/1973
3.5275,2.3,0.731,26/09/1973
0.51,2.3,0.769,27/09/1973
0,2.3,0.558,28/09/1973
0,2.3,0.5,29/09/1973
3.74375,2.3,0.385,30/09/1973
3.12125,3.741935484,0.365, 1/10/1973
0.525,3.741935484,0.346, 2/10/1973
0,3.741935484,0.269, 3/10/1973
0,3.741935484,0.212, 4/10/1973
0,3.741935484,0.173, 5/10/1973
0,3.741935484,0.154, 6/10/1973
0,3.741935484,0.154, 7/10/1973
4.49375,3.741935484,0.135, 8/10/1973
2.69625,3.741935484,0.135, 9/10/1973
2.24375,3.741935484,0.173,10/10/1973
4.54,3.741935484,0.173,11/10/1973
1.91625,3.741935484,0.192,12/10/1973
0,3.741935484,0.154,13/10/1973
0.25,3.741935484,0.115,14/10/1973
0.15,3.741935484,0.096,15/10/1973
0,3.741935484,0.096,16/10/1973
1.0125,3.741935484,0.077,17/10/1973
4.9575,3.741935484,0.077,18/10/1973
21.66,3.741935484,0.135,19/10/1973
13.83625,3.741935484,2.923,20/10/1973
3.18125,3.741935484,1.462,21/10/1973
1.0425,3.741935484,1.135,22/10/1973
0,3.741935484,0.673,23/10/1973
0,3.741935484,0.404,24/10/1973
0,3.741935484,0.346,25/10/1973
5.8625,3.741935484,0.25,26/10/1973
6.0175,3.741935484,0.231,27/10/1973
15.4,3.741935484,0.788,28/10/1973
9.48375,3.741935484,5.308,29/10/1973
0.81125,3.741935484,2.635,30/10/1973
3.31875,3.741935484,1.365,31/10/1973
2.97125,4.733333333,1.173, 1/11/1973
1.24,4.733333333,0.808, 2/11/1973
0.375,4.733333333,0.673, 3/11/1973
1.59375,4.733333333,0.5, 4/11/1973
2.725,4.733333333,0.442, 5/11/1973
1.06125,4.733333333,0.808, 6/11/1973
0,4.733333333,0.538, 7/11/1973
0,4.733333333,0.404, 8/11/1973
0.725,4.733333333,0.288, 9/11/1973
0.69125,4.733333333,0.231,10/11/1973
15.885,4.733333333,0.173,11/11/1973
26.795,4.733333333,1.231,12/11/1973
11.6575,4.733333333,7.942,13/11/1973
0.74625,4.733333333,4.654,14/11/1973
0,4.733333333,1.654,15/11/1973
0,4.733333333,0.846,16/11/1973
0,4.733333333,0.558,17/11/1973
0,4.733333333,0.385,18/11/1973
7.9375,4.733333333,0.288,19/11/1973
5.76875,4.733333333,0.308,20/11/1973
0.60375,4.733333333,0.442,21/11/1973
0.86875,4.733333333,0.269,22/11/1973
1.02125,4.733333333,0.192,23/11/1973
0.3,4.733333333,0.154,24/11/1973
0,4.733333333,0.135,25/11/1973
0,4.733333333,0.115,26/11/1973
1.26875,4.733333333,0.096,27/11/1973
10.83,4.733333333,0.115,28/11/1973
7.7975,4.733333333,0.269,29/11/1973
1.05375,4.733333333,0.192,30/11/1973
0,4.580645161,0.25, 1/12/1973
1.09375,4.580645161,0.058, 2/12/1973
0.7625,4.580645161,0.038, 3/12/1973
0.06375,4.580645161,0.038, 4/12/1973
0,4.580645161,0.038, 5/12/1973
0,4.580645161,0.019, 6/12/1973
0,4.580645161,0.019, 7/12/1973
0,4.580645161,0.019, 8/12/1973
0,4.580645161,0.019, 9/12/1973
0,4.580645161,0.019,10/12/1973
0,4.580645161,0.019,11/12/1973
0,4.580645161,0.019,12/12/1973
0,4.580645161,0.019,13/12/1973
4.50625,4.580645161,0.019,14/12/1973
9.32875,4.580645161,0.019,15/12/1973
8.7125,4.580645161,0.019,16/12/1973
2.8425,4.580645161,0.019,17/12/1973
0,4.580645161,0.019,18/12/1973
0,4.580645161,0.019,19/12/1973
0.35,4.580645161,0.019,20/12/1973
21.15375,4.580645161,0.019,21/12/1973
17.835,4.580645161,0.212,22/12/1973
5.66125,4.580645161,0.731,23/12/1973
2.125,4.580645161,0.269,24/12/1973
0.375,4.580645161,0.135,25/12/1973
0.5,4.580645161,0.077,26/12/1973
0.4,4.580645161,0.058,27/12/1973
0.06,4.580645161,0.038,28/12/1973
0,4.580645161,0.019,29/12/1973
1.75625,4.580645161,0.019,30/12/1973
1.05375,4.580645161,0.019,31/12/1973
0,5,0.019, 1/01/1974
2.49375,5,0.019, 2/01/1974
6.73375,5,0.019, 3/01/1974
7.67375,5,0.038, 4/01/1974
2.71875,5,0.038, 5/01/1974
0,5,0.038, 6/01/1974
0,5,0.038, 7/01/1974
0,5,0.019, 8/01/1974
2.80625,5,0.019, 9/01/1974
9.48375,5,0.019,10/01/1974
4.68,5,0.019,11/01/1974
0,5,0.019,12/01/1974
0.36875,5,0.019,13/01/1974
0.22125,5,0.019,14/01/1974
0,5,0.019,15/01/1974
4.5,5,0.019,16/01/1974
2.7,5,0.019,17/01/1974
0,5,0.019,18/01/1974
0,5,0,19/01/1974
0,5,0,20/01/1974
0,5,0,21/01/1974
0,5,0,22/01/1974
0,5,0,23/01/1974
0,5,0,24/01/1974
0,5,0,25/01/1974
0,5,0,26/01/1974
0,5,0,27/01/1974
0,5,0,28/01/1974
0,5,0,29/01/1974
0,5,0,30/01/1974
0,5,0,31/01/1974
10.84375,4.392857143,0, 1/02/1974
6.50625,4.392857143,0, 2/02/1974
0,4.392857143,0, 3/02/1974
0,4.392857143,0, 4/02/1974
9.1625,4.392857143,0, 5/02/1974
6.36625,4.392857143,0, 6/02/1974
0.52125,4.392857143,0, 7/02/1974
0,4.392857143,0, 8/02/1974
0,4.392857143,0, 9/02/1974
0,4.392857143,0,10/02/1974
0,4.392857143,0,11/02/1974
0,4.392857143,0,12/02/1974
0,4.392857143,0,13/02/1974
0,4.392857143,0,14/02/1974
0,4.392857143,0,15/02/1974
1.16875,4.392857143,0,16/02/1974
2.87625,4.392857143,0,17/02/1974
1.42375,4.392857143,0,18/02/1974
0.07125,4.392857143,0,19/02/1974
0,4.392857143,0,20/02/1974
0,4.392857143,0,21/02/1974
0,4.392857143,0,22/02/1974
0,4.392857143,0,23/02/1974
0,4.392857143,0,24/02/1974
0,4.392857143,0,25/02/1974
0,4.392857143,0,26/02/1974
0,4.392857143,0,27/02/1974
4.91875,4.392857143,0,28/02/1974
2.95125,3.290322581,0, 1/03/1974
0,3.290322581,0, 2/03/1974
0,3.290322581,0, 3/03/1974
0,3.290322581,0, 4/03/1974
0,3.290322581,0, 5/03/1974
0,3.290322581,0, 6/03/1974
0,3.290322581,0, 7/03/1974
0,3.290322581,0, 8/03/1974
0.11875,3.290322581,0, 9/03/1974
0.07125,3.290322581,0,10/03/1974
0.76875,3.290322581,0,11/03/1974
2.355,3.290322581,0,12/03/1974
2.905,3.290322581,0,13/03/1974
1.06125,3.290322581,0,14/03/1974
0,3.290322581,0,15/03/1974
0,3.290322581,0,16/03/1974
0,3.290322581,0,17/03/1974
0,3.290322581,0,18/03/1974
0,3.290322581,0,19/03/1974
2.48125,3.290322581,0,20/03/1974
3.48875,3.290322581,0,21/03/1974
8.0125,3.290322581,0,22/03/1974
4.0875,3.290322581,0,23/03/1974
1.33125,3.290322581,0,24/03/1974
0.79875,3.290322581,0,25/03/1974
0,3.290322581,0,26/03/1974
0.55625,3.290322581,0,27/03/1974
2.715,3.290322581,0,28/03/1974
1.42875,3.290322581,0,29/03/1974
0,3.290322581,0,30/03/1974
3.35625,3.290322581,0,31/03/1974
2.50125,2.2,0, 1/04/1974
2.44875,2.2,0, 2/04/1974
5.875,2.2,0, 3/04/1974
2.97375,2.2,0, 4/04/1974
2.5475,2.2,0, 5/04/1974
4.40375,2.2,0, 6/04/1974
1.77375,2.2,0, 7/04/1974
0,2.2,0, 8/04/1974
1.0375,2.2,0, 9/04/1974
8.41625,2.2,0,10/04/1974
24.35125,2.2,0,11/04/1974
15.67375,2.2,0,12/04/1974
2.32125,2.2,0.019,13/04/1974
0,2.2,0.038,14/04/1974
0,2.2,0.019,15/04/1974
0,2.2,0.019,16/04/1974
0,2.2,0.019,17/04/1974
0.225,2.2,0.019,18/04/1974
1.61,2.2,0.019,19/04/1974
1.16625,2.2,0,20/04/1974
0.79375,2.2,0,21/04/1974
0.375,2.2,0,22/04/1974
0.11875,2.2,0,23/04/1974
0.72125,2.2,0,24/04/1974
0.39,2.2,0,25/04/1974
0,2.2,0,26/04/1974
7.79375,2.2,0,27/04/1974
9.37625,2.2,0,28/04/1974
32.7575,2.2,0.019,29/04/1974
23.43125,2.2,1.654,30/04/1974
3.28125,1.258064516,1.288, 1/05/1974
0,1.258064516,0.519, 2/05/1974
0,1.258064516,0.269, 3/05/1974
0,1.258064516,0.154, 4/05/1974
0,1.258064516,0.096, 5/05/1974
0,1.258064516,0.058, 6/05/1974
0,1.258064516,0.058, 7/05/1974
0,1.258064516,0.038, 8/05/1974
6.7625,1.258064516,0.019, 9/05/1974
4.06375,1.258064516,0.038,10/05/1974
0.00375,1.258064516,0.058,11/05/1974
0,1.258064516,0.058,12/05/1974
7.90625,1.258064516,0.058,13/05/1974
16.775,1.258064516,0.077,14/05/1974
29.2125,1.258064516,1.212,15/05/1974
13.19625,1.258064516,6.538,16/05/1974
0.11875,1.258064516,2.058,17/05/1974
0.07125,1.258064516,0.865,18/05/1974
0.25,1.258064516,0.577,19/05/1974
0.15,1.258064516,0.365,20/05/1974
0,1.258064516,0.269,21/05/1974
12.36875,1.258064516,0.192,22/05/1974
11.12125,1.258064516,0.846,23/05/1974
2.22625,1.258064516,3.327,24/05/1974
0.26,1.258064516,1.288,25/05/1974
0.66,1.258064516,0.731,26/05/1974
0.56,1.258064516,0.519,27/05/1974
0.15375,1.258064516,0.385,28/05/1974
0,1.258064516,0.308,29/05/1974
0,1.258064516,0.25,30/05/1974
0,1.258064516,0.212,31/05/1974
0,1.033333333,0.173, 1/06/1974
0,1.033333333,0.154, 2/06/1974
0.11875,1.033333333,0.115, 3/06/1974
0.07125,1.033333333,0.096, 4/06/1974
0,1.033333333,0.077, 5/06/1974
0,1.033333333,0.077, 6/06/1974
0.6375,1.033333333,0.077, 7/06/1974
0.50125,1.033333333,0.058, 8/06/1974
1.43375,1.033333333,0.058, 9/06/1974
1.6925,1.033333333,0.058,10/06/1974
1.65625,1.033333333,0.038,11/06/1974
1.17875,1.033333333,0.038,12/06/1974
0.30625,1.033333333,0.038,13/06/1974
0.00375,1.033333333,0.038,14/06/1974
0,1.033333333,0.038,15/06/1974
0,1.033333333,0.038,16/06/1974
0.25,1.033333333,0.038,17/06/1974
0.15,1.033333333,0.038,18/06/1974
9.8875,1.033333333,0.019,19/06/1974
8.42625,1.033333333,0.058,20/06/1974
2.24,1.033333333,0.231,21/06/1974
0.44625,1.033333333,0.308,22/06/1974
0.5,1.033333333,0.308,23/06/1974
0.3,1.033333333,0.25,24/06/1974
0,1.033333333,0.212,25/06/1974
0,1.033333333,0.173,26/06/1974
0,1.033333333,0.154,27/06/1974
0.74375,1.033333333,0.135,28/06/1974
1.2525,1.033333333,0.135,29/06/1974
2.43375,1.033333333,0.135,30/06/1974
11.96375,1.096774194,0.135, 1/07/1974
6.7325,1.096774194,2.077, 2/07/1974
0.15375,1.096774194,2.25, 3/07/1974
0.025,1.096774194,1.096, 4/07/1974
1.7775,1.096774194,0.692, 5/07/1974
2.38875,1.096774194,0.5, 6/07/1974
26.505,1.096774194,1.827, 7/07/1974
17.4175,1.096774194,22.481, 8/07/1974
1.59,1.096774194,5.923, 9/07/1974
1.5425,1.096774194,2.769,10/07/1974
0.80875,1.096774194,1.712,11/07/1974
1.63375,1.096774194,1.192,12/07/1974
1.37125,1.096774194,0.923,13/07/1974
1.48375,1.096774194,0.769,14/07/1974
5.53375,1.096774194,0.673,15/07/1974
4.7975,1.096774194,1.404,16/07/1974
10.28,1.096774194,1.577,17/07/1974
10.26875,1.096774194,6.577,18/07/1974
9.6325,1.096774194,7.558,19/07/1974
7.61,1.096774194,5.962,20/07/1974
4.2275,1.096774194,5.288,21/07/1974
3.63125,1.096774194,5,22/07/1974
6.54375,1.096774194,4.712,23/07/1974
3.07125,1.096774194,4.923,24/07/1974
3.20625,1.096774194,2.712,25/07/1974
19.98,1.096774194,2.288,26/07/1974
11.68375,1.096774194,17.962,27/07/1974
1.11,1.096774194,7.346,28/07/1974
0.50375,1.096774194,3.038,29/07/1974
4.605,1.096774194,1.846,30/07/1974
5.7175,1.096774194,2.346,31/07/1974
2.05375,1.419354839,1.981, 1/08/1974
1.11875,1.419354839,1.596, 2/08/1974
5.28125,1.419354839,1.288, 3/08/1974
10.23875,1.419354839,2.846, 4/08/1974
4.45125,1.419354839,7.038, 5/08/1974
3.11875,1.419354839,3.096, 6/08/1974
4.99,1.419354839,2.288, 7/08/1974
9.29,1.419354839,1.577, 8/08/1974
5.05125,1.419354839,6.346, 9/08/1974
3.84125,1.419354839,5.654,10/08/1974
7.9325,1.419354839,5.019,11/08/1974
3.50625,1.419354839,5.115,12/08/1974
5.4625,1.419354839,2.942,13/08/1974
16.29,1.419354839,4.75,14/08/1974
10.77625,1.419354839,13.519,15/08/1974
3.9875,1.419354839,9.577,16/08/1974
1.33,1.419354839,5.5,17/08/1974
4.7225,1.419354839,3.135,18/08/1974
2.83125,1.419354839,2.385,19/08/1974
3.83125,1.419354839,1.635,20/08/1974
2.29875,1.419354839,1.808,21/08/1974
0,1.419354839,1.558,22/08/1974
0,1.419354839,1.192,23/08/1974
0,1.419354839,0.904,24/08/1974
0.0125,1.419354839,0.712,25/08/1974
0.01375,1.419354839,0.577,26/08/1974
0.37875,1.419354839,0.5,27/08/1974
4.19375,1.419354839,0.462,28/08/1974
2.39375,1.419354839,0.462,29/08/1974
1.0075,1.419354839,0.423,30/08/1974
1.8875,1.419354839,0.404,31/08/1974
1.39125,2.3,0.385, 1/09/1974
0.37125,2.3,0.365, 2/09/1974
0,2.3,0.346, 3/09/1974
8.3125,2.3,0.346, 4/09/1974
12.55,2.3,6.596, 5/09/1974
5.525,2.3,5.115, 6/09/1974
3.1925,2.3,5.654, 7/09/1974
5.05375,2.3,3.135, 8/09/1974
2.09625,2.3,1.981, 9/09/1974
0,2.3,1.423,10/09/1974
1.125,2.3,1.115,11/09/1974
16.65625,2.3,2.769,12/09/1974
11.72625,2.3,11.788,13/09/1974
7.26375,2.3,7.712,14/09/1974
17.045,2.3,16.038,15/09/1974
14.89875,2.3,9.962,16/09/1974
4.8575,2.3,10.981,17/09/1974
0.4575,2.3,6.692,18/09/1974
5.59375,2.3,3.769,19/09/1974
4.125,2.3,4.173,20/09/1974
3.1675,2.3,3.135,21/09/1974
11.13625,2.3,2.788,22/09/1974
8.81375,2.3,6.654,23/09/1974
3.345,2.3,3.519,24/09/1974
10.45125,2.3,8.846,25/09/1974
5.7375,2.3,9.577,26/09/1974
0,2.3,4.192,27/09/1974
0,2.3,1.981,28/09/1974
0,2.3,1.135,29/09/1974
2.4875,2.3,0.596,30/09/1974
1.4925,3.741935484,0.462, 1/10/1974
0,3.741935484,0.288, 2/10/1974
0.0125,3.741935484,0.25, 3/10/1974
4.61375,3.741935484,0.5, 4/10/1974
2.76375,3.741935484,1.346, 5/10/1974
4.825,3.741935484,0.846, 6/10/1974
6.495,3.741935484,0.635, 7/10/1974
3.01,3.741935484,0.75, 8/10/1974
4.46,3.741935484,0.577, 9/10/1974
3.1075,3.741935484,0.5,10/10/1974
0.4425,3.741935484,0.481,11/10/1974
1.74375,3.741935484,0.673,12/10/1974
9.39,3.741935484,2.269,13/10/1974
5.00625,3.741935484,0.981,14/10/1974
0,3.741935484,0.731,15/10/1974
5.9875,3.741935484,0.865,16/10/1974
6.82375,3.741935484,0.788,17/10/1974
3.32,3.741935484,1.519,18/10/1974
0.82875,3.741935484,1.346,19/10/1974
3.09375,3.741935484,1,20/10/1974
3.23125,3.741935484,0.827,21/10/1974
0.94375,3.741935484,0.731,22/10/1974
0.07125,3.741935484,0.615,23/10/1974
11.55,3.741935484,1.135,24/10/1974
9.18625,3.741935484,7.192,25/10/1974
1.35375,3.741935484,3.481,26/10/1974
1.99375,3.741935484,1.75,27/10/1974
1.82125,3.741935484,1.038,28/10/1974
0.63125,3.741935484,0.712,29/10/1974
0.5225,3.741935484,0.577,30/10/1974
7.54,3.741935484,0.558,31/10/1974
4.51,4.733333333,1.019, 1/11/1974
0.5775,4.733333333,0.615, 2/11/1974
2.55375,4.733333333,0.462, 3/11/1974
2.825,4.733333333,0.385, 4/11/1974
1.3725,4.733333333,0.308, 5/11/1974
1.7925,4.733333333,0.288, 6/11/1974
0.9,4.733333333,0.231, 7/11/1974
0.5125,4.733333333,0.192, 8/11/1974
0.5575,4.733333333,0.173, 9/11/1974
0.9,4.733333333,0.154,10/11/1974
5.4,4.733333333,0.135,11/11/1974
5.07,4.733333333,0.154,12/11/1974
2.8725,4.733333333,0.192,13/11/1974
0.9675,4.733333333,0.173,14/11/1974
0,4.733333333,0.135,15/11/1974
0,4.733333333,0.115,16/11/1974
5.575,4.733333333,0.135,17/11/1974
3.345,4.733333333,0.538,18/11/1974
0,4.733333333,0.231,19/11/1974
0,4.733333333,0.154,20/11/1974
0.73125,4.733333333,0.115,21/11/1974
4.12,4.733333333,0.096,22/11/1974
2.20875,4.733333333,0.212,23/11/1974
1.49375,4.733333333,0.173,24/11/1974
0.89625,4.733333333,0.096,25/11/1974
6.025,4.733333333,0.077,26/11/1974
5.865,4.733333333,0.077,27/11/1974
3.0875,4.733333333,0.115,28/11/1974
1.2925,4.733333333,0.096,29/11/1974
0.40625,4.733333333,0.077,30/11/1974
1.02875,4.580645161,0.058, 1/12/1974
1.275,4.580645161,0.038, 2/12/1974
7.74375,4.580645161,0.038, 3/12/1974
4.37625,4.580645161,0.038, 4/12/1974
0.25,4.580645161,0.058, 5/12/1974
0.15,4.580645161,0.058, 6/12/1974
0,4.580645161,0.038, 7/12/1974
0,4.580645161,0.019, 8/12/1974
4.75625,4.580645161,0.019, 9/12/1974
4.8475,4.580645161,0.019,10/12/1974
8.29,4.580645161,0.019,11/12/1974
4.50625,4.580645161,0.058,12/12/1974
0.15,4.580645161,0.077,13/12/1974
0,4.580645161,0.058,14/12/1974
0.375,4.580645161,0.038,15/12/1974
0.6,4.580645161,0.019,16/12/1974
0.475,4.580645161,0.019,17/12/1974
0.15,4.580645161,0.019,18/12/1974
4.30625,4.580645161,0.019,19/12/1974
2.58375,4.580645161,0.019,20/12/1974
2.74375,4.580645161,0.019,21/12/1974
1.64625,4.580645161,0.019,22/12/1974
0,4.580645161,0.019,23/12/1974
3.1,4.580645161,0.019,24/12/1974
2.1225,4.580645161,0.019,25/12/1974
0.1575,4.580645161,0.019,26/12/1974
7.6375,4.580645161,0.019,27/12/1974
4.96375,4.580645161,0.058,28/12/1974
10.70375,4.580645161,0.077,29/12/1974
7.31625,4.580645161,0.058,30/12/1974
0.61875,4.580645161,0.038,31/12/1974
0,5,0.019, 1/01/1975
0,5,0.019, 2/01/1975
1.34375,5,0.019, 3/01/1975
0.80625,5,0.019, 4/01/1975
1.49375,5,0.019, 5/01/1975
0.89625,5,0.019, 6/01/1975
0,5,0.019, 7/01/1975
1.4,5,0.019, 8/01/1975
4.7025,5,0.019, 9/01/1975
7.89875,5,0.019,10/01/1975
4.83,5,0.019,11/01/1975
7.6325,5,0.019,12/01/1975
4.04625,5,0.019,13/01/1975
0,5,0.019,14/01/1975
0,5,0.019,15/01/1975
0,5,0.019,16/01/1975
0,5,0.019,17/01/1975
0,5,0.019,18/01/1975
0.25,5,0.019,19/01/1975
0.15,5,0,20/01/1975
0,5,0,21/01/1975
1,5,0,22/01/1975
0.6,5,0,23/01/1975
3.34375,5,0,24/01/1975
5.75625,5,0,25/01/1975
3.275,5,0.019,26/01/1975
6.1275,5,0.019,27/01/1975
3.3075,5,0.019,28/01/1975
0,5,0,29/01/1975
0,5,0,30/01/1975
