Rain (mm),ET(mm),Runoff (mm/day),Date
0,5,0,31/01/1975
0,4.392857143,0, 1/02/1975
0,4.392857143,0, 2/02/1975
0.09375,4.392857143,0, 3/02/1975
0.05625,4.392857143,0, 4/02/1975
0,4.392857143,0, 5/02/1975
0,4.392857143,0, 6/02/1975
0.0125,4.392857143,0, 7/02/1975
0.26375,4.392857143,0, 8/02/1975
0.15375,4.392857143,0, 9/02/1975
0,4.392857143,0,10/02/1975
1.975,4.392857143,0,11/02/1975
2.30375,4.392857143,0,12/02/1975
0.67125,4.392857143,0,13/02/1975
0,4.392857143,0,14/02/1975
0,4.392857143,0,15/02/1975
0,4.392857143,0,16/02/1975
0,4.392857143,0,17/02/1975
0,4.392857143,0,18/02/1975
0,4.392857143,0,19/02/1975
0.25,4.392857143,0,20/02/1975
0.15,4.392857143,0,21/02/1975
0,4.392857143,0,22/02/1975
0,4.392857143,0,23/02/1975
0,4.392857143,0,24/02/1975
0,4.392857143,0,25/02/1975
0.25,4.392857143,0,26/02/1975
0.475,4.392857143,0,27/02/1975
0.195,4.392857143,0,28/02/1975
0,3.290322581,0, 1/03/1975
0.11875,3.290322581,0, 2/03/1975
0.07125,3.290322581,0, 3/03/1975
0,3.290322581,0, 4/03/1975
0,3.290322581,0, 5/03/1975
0,3.290322581,0, 6/03/1975
0,3.290322581,0, 7/03/1975
1.00625,3.290322581,0, 8/03/1975
0.7225,3.290322581,0, 9/03/1975
2.565,3.290322581,0,10/03/1975
1.49625,3.290322581,0,11/03/1975
0,3.290322581,0,12/03/1975
0,3.290322581,0,13/03/1975
7.7125,3.290322581,0,14/03/1975
14.55875,3.290322581,0,15/03/1975
7.1025,3.290322581,0,16/03/1975
0.71125,3.290322581,0,17/03/1975
1.62125,3.290322581,0,18/03/1975
0.97,3.290322581,0,19/03/1975
2.8225,3.290322581,0,20/03/1975
2.40375,3.290322581,0,21/03/1975
0.4275,3.290322581,0,22/03/1975
4.23125,3.290322581,0,23/03/1975
2.53875,3.290322581,0,24/03/1975
0,3.290322581,0,25/03/1975
0,3.290322581,0,26/03/1975
2.84375,3.290322581,0,27/03/1975
1.70625,3.290322581,0,28/03/1975
0.73125,3.290322581,0,29/03/1975
9.65125,3.290322581,0,30/03/1975
14.48375,3.290322581,0,31/03/1975
11.46125,2.2,0, 1/04/1975
3.6525,2.2,0, 2/04/1975
0,2.2,0, 3/04/1975
1.36875,2.2,0, 4/04/1975
11.8525,2.2,0, 5/04/1975
12.19375,2.2,0, 6/04/1975
4.22,2.2,0.019, 7/04/1975
0.53125,2.2,0.019, 8/04/1975
0.00375,2.2,0.019, 9/04/1975
0,2.2,0.019,10/04/1975
0,2.2,0,11/04/1975
0,2.2,0,12/04/1975
0,2.2,0,13/04/1975
0,2.2,0,14/04/1975
0,2.2,0,15/04/1975
0,2.2,0,16/04/1975
0,2.2,0,17/04/1975
0.63125,2.2,0,18/04/1975
1.9975,2.2,0,19/04/1975
0.97125,2.2,0,20/04/1975
0.2625,2.2,0,21/04/1975
0.78875,2.2,0,22/04/1975
0.37875,2.2,0,23/04/1975
1,2.2,0,24/04/1975
0.6,2.2,0,25/04/1975
0,2.2,0,26/04/1975
1.60625,2.2,0,27/04/1975
1.83875,2.2,0,28/04/1975
2.89375,2.2,0,29/04/1975
2.415,2.2,0,30/04/1975
0.59625,1.258064516,0, 1/05/1975
0,1.258064516,0, 2/05/1975
0,1.258064516,0, 3/05/1975
0,1.258064516,0, 4/05/1975
0.25625,1.258064516,0, 5/05/1975
1.77875,1.258064516,0, 6/05/1975
9.94375,1.258064516,0, 7/05/1975
6.1375,1.258064516,0.019, 8/05/1975
3.035,1.258064516,0, 9/05/1975
2.1675,1.258064516,0.019,10/05/1975
4.19625,1.258064516,0.019,11/05/1975
5.145,1.258064516,0.019,12/05/1975
6.41,1.258064516,0.019,13/05/1975
7.0325,1.258064516,0.019,14/05/1975
7.515,1.258064516,0.058,15/05/1975
10.5175,1.258064516,0.135,16/05/1975
4.7775,1.258064516,0.558,17/05/1975
7.87,1.258064516,0.519,18/05/1975
4.8775,1.258064516,0.442,19/05/1975
0.15,1.258064516,0.346,20/05/1975
0,1.258064516,0.096,21/05/1975
0,1.258064516,0.058,22/05/1975
0,1.258064516,0.038,23/05/1975
0.25625,1.258064516,0.019,24/05/1975
19.685,1.258064516,0.019,25/05/1975
19.8125,1.258064516,1.154,26/05/1975
4.85625,1.258064516,2.365,27/05/1975
0,1.258064516,1.077,28/05/1975
0,1.258064516,0.538,29/05/1975
0,1.258064516,0.25,30/05/1975
0.38125,1.258064516,0.173,31/05/1975
0.47875,1.033333333,0.135, 1/06/1975
0.15,1.033333333,0.115, 2/06/1975
2.525,1.033333333,0.096, 3/06/1975
14.14625,1.033333333,0.096, 4/06/1975
13.09125,1.033333333,0.846, 5/06/1975
4.80125,1.033333333,2.923, 6/06/1975
0.89625,1.033333333,1.885, 7/06/1975
1.49375,1.033333333,1.288, 8/06/1975
0.89625,1.033333333,0.846, 9/06/1975
2.61875,1.033333333,0.481,10/06/1975
8.5025,1.033333333,0.404,11/06/1975
4.99625,1.033333333,1.615,12/06/1975
1.115,1.033333333,1.385,13/06/1975
1.105,1.033333333,0.808,14/06/1975
0.4425,1.033333333,0.712,15/06/1975
0.75,1.033333333,0.558,16/06/1975
0.45,1.033333333,0.442,17/06/1975
0,1.033333333,0.288,18/06/1975
0,1.033333333,0.25,19/06/1975
0,1.033333333,0.212,20/06/1975
0.375,1.033333333,0.192,21/06/1975
3.7125,1.033333333,0.173,22/06/1975
2.3425,1.033333333,0.192,23/06/1975
0.15625,1.033333333,0.269,24/06/1975
0.00375,1.033333333,0.25,25/06/1975
0,1.033333333,0.212,26/06/1975
0.00625,1.033333333,0.173,27/06/1975
2.47875,1.033333333,0.154,28/06/1975
3.985,1.033333333,0.154,29/06/1975
2.49375,1.033333333,0.173,30/06/1975
0.59625,1.096774194,0.154, 1/07/1975
0,1.096774194,0.154, 2/07/1975
0,1.096774194,0.135, 3/07/1975
1.99375,1.096774194,0.135, 4/07/1975
2.94625,1.096774194,0.154, 5/07/1975
7.40625,1.096774194,0.212, 6/07/1975
16.37,1.096774194,1.385, 7/07/1975
9.4025,1.096774194,6.808, 8/07/1975
1.35875,1.096774194,2.692, 9/07/1975
3.63,1.096774194,1.731,10/07/1975
2.36125,1.096774194,1.385,11/07/1975
4.13,1.096774194,2.308,12/07/1975
9.34375,1.096774194,3.673,13/07/1975
12.77125,1.096774194,5.212,14/07/1975
9.89375,1.096774194,8.827,15/07/1975
2.8425,1.096774194,6.712,16/07/1975
0,1.096774194,3.615,17/07/1975
0,1.096774194,1.885,18/07/1975
0.75625,1.096774194,1.288,19/07/1975
1.20375,1.096774194,1.038,20/07/1975
0.45,1.096774194,0.865,21/07/1975
0,1.096774194,0.904,22/07/1975
0.25,1.096774194,0.365,23/07/1975
0.65,1.096774194,0.269,24/07/1975
1.94375,1.096774194,0.231,25/07/1975
0.98625,1.096774194,0.25,26/07/1975
1.49375,1.096774194,0.192,27/07/1975
10.48375,1.096774194,0.173,28/07/1975
5.7525,1.096774194,0.808,29/07/1975
16.6625,1.096774194,1.096,30/07/1975
16.3475,1.096774194,10.538,31/07/1975
4.40375,1.419354839,9.5, 1/08/1975
6.65625,1.419354839,3.692, 2/08/1975
9.6175,1.419354839,7.346, 3/08/1975
5.965,1.419354839,6.096, 4/08/1975
5.04,1.419354839,3.538, 5/08/1975
4.1125,1.419354839,3.596, 6/08/1975
1.185,1.419354839,3.327, 7/08/1975
0,1.419354839,2.269, 8/08/1975
0,1.419354839,1.596, 9/08/1975
8.575,1.419354839,0.962,10/08/1975
20.4825,1.419354839,2.5,11/08/1975
9.84625,1.419354839,18.75,12/08/1975
0.755,1.419354839,5.154,13/08/1975
1.33375,1.419354839,2.615,14/08/1975
1.18625,1.419354839,1.962,15/08/1975
2.13,1.419354839,1.692,16/08/1975
2.71625,1.419354839,1.615,17/08/1975
6.525,1.419354839,1.288,18/08/1975
4.4425,1.419354839,2.385,19/08/1975
7.2425,1.419354839,2.154,20/08/1975
9.78875,1.419354839,3.654,21/08/1975
10.175,1.419354839,5.192,22/08/1975
7.68875,1.419354839,14.904,23/08/1975
11.16875,1.419354839,8.846,24/08/1975
6.13625,1.419354839,3.769,25/08/1975
3.33875,1.419354839,2.365,26/08/1975
8.32875,1.419354839,2.077,27/08/1975
5.46,1.419354839,4.308,28/08/1975
4.3625,1.419354839,3.019,29/08/1975
2.3275,1.419354839,3.654,30/08/1975
2.89375,1.419354839,3.038,31/08/1975
1.64625,2.3,1.865, 1/09/1975
8.2875,2.3,1.173, 2/09/1975
11.01625,2.3,3.346, 3/09/1975
4.13875,2.3,6.192, 4/09/1975
0.6825,2.3,2.827, 5/09/1975
1.075,2.3,1.769, 6/09/1975
2.75375,2.3,1.269, 7/09/1975
1.34625,2.3,0.981, 8/09/1975
0,2.3,0.673, 9/09/1975
0,2.3,0.538,10/09/1975
0,2.3,0.404,11/09/1975
5.06875,2.3,0.308,12/09/1975
5.16,2.3,1.096,13/09/1975
6.2525,2.3,2.038,14/09/1975
4.5325,2.3,1.058,15/09/1975
7.82,2.3,1.058,16/09/1975
18.53,2.3,2.808,17/09/1975
13.06125,2.3,13.558,18/09/1975
8.39875,2.3,8.154,19/09/1975
4.14,2.3,10.75,20/09/1975
12.66,2.3,6.827,21/09/1975
9.29625,2.3,7.423,22/09/1975
1.17,2.3,4.038,23/09/1975
0,2.3,2.365,24/09/1975
0,2.3,1.615,25/09/1975
0,2.3,1.212,26/09/1975
4.43125,2.3,1.288,27/09/1975
5.4025,2.3,1.962,28/09/1975
1.64625,2.3,1.019,29/09/1975
0,2.3,0.442,30/09/1975
3.825,3.741935484,0.327, 1/10/1975
5.33875,3.741935484,0.385, 2/10/1975
2.07625,3.741935484,0.519, 3/10/1975
0.15,3.741935484,0.846, 4/10/1975
0.5,3.741935484,0.462, 5/10/1975
0.3,3.741935484,0.327, 6/10/1975
11.16875,3.741935484,0.327, 7/10/1975
10.795,3.741935484,1.538, 8/10/1975
11.26875,3.741935484,7.942, 9/10/1975
6.55,3.741935484,7.481,10/10/1975
7.61375,3.741935484,4.231,11/10/1975
20.27,3.741935484,7.173,12/10/1975
11.725,3.741935484,16.365,13/10/1975
2.2375,3.741935484,6.615,14/10/1975
1.4925,3.741935484,3.404,15/10/1975
2.0225,3.741935484,2.385,16/10/1975
0.89625,3.741935484,1.962,17/10/1975
0.29375,3.741935484,1.519,18/10/1975
4.68875,3.741935484,0.885,19/10/1975
8.91375,3.741935484,1.231,20/10/1975
5.955,3.741935484,2.808,21/10/1975
1.33875,3.741935484,3.019,22/10/1975
3.75,3.741935484,1.385,23/10/1975
6.48125,3.741935484,1.269,24/10/1975
6.67,3.741935484,3.058,25/10/1975
6.96625,3.741935484,5.192,26/10/1975
2.6925,3.741935484,2.942,27/10/1975
0,3.741935484,1.269,28/10/1975
0.9875,3.741935484,0.712,29/10/1975
15.74875,3.741935484,1.577,30/10/1975
11.46875,3.741935484,3.712,31/10/1975
1.425,4.733333333,2.365, 1/11/1975
2.49375,4.733333333,1.404, 2/11/1975
2.89625,4.733333333,0.981, 3/11/1975
8.32125,4.733333333,1.25, 4/11/1975
16.9575,4.733333333,9.346, 5/11/1975
9.21875,4.733333333,14.981, 6/11/1975
1.0425,4.733333333,4.327, 7/11/1975
0,4.733333333,2.269, 8/11/1975
1.5,4.733333333,1.712, 9/11/1975
0.9,4.733333333,1.212,10/11/1975
0,4.733333333,0.673,11/11/1975
0,4.733333333,0.385,12/11/1975
0,4.733333333,0.269,13/11/1975
2.575,4.733333333,0.192,14/11/1975
1.545,4.733333333,0.981,15/11/1975
1.725,4.733333333,0.385,16/11/1975
1.035,4.733333333,0.135,17/11/1975
0,4.733333333,0.115,18/11/1975
0,4.733333333,0.135,19/11/1975
7.35625,4.733333333,0.115,20/11/1975
4.41375,4.733333333,0.192,21/11/1975
0.58125,4.733333333,0.173,22/11/1975
15.8425,4.733333333,1.25,23/11/1975
11.42125,4.733333333,1.673,24/11/1975
7.4,4.733333333,0.615,25/11/1975
3.675,4.733333333,0.635,26/11/1975
0,4.733333333,0.404,27/11/1975
0,4.733333333,0.365,28/11/1975
0,4.733333333,0.308,29/11/1975
0,4.733333333,0.154,30/11/1975
0,4.580645161,0.115, 1/12/1975
6.6125,4.580645161,0.115, 2/12/1975
8.69875,4.580645161,0.769, 3/12/1975
2.83875,4.580645161,0.731, 4/12/1975
1.7875,4.580645161,0.288, 5/12/1975
1.54125,4.580645161,0.192, 6/12/1975
1.28125,4.580645161,0.115, 7/12/1975
0.6,4.580645161,0.096, 8/12/1975
0,4.580645161,0.058, 9/12/1975
0,4.580645161,0.231,10/12/1975
0.0125,4.580645161,0.135,11/12/1975
0.6325,4.580645161,0.038,12/12/1975
0.38125,4.580645161,0.019,13/12/1975
3.26625,4.580645161,0.019,14/12/1975
2.5825,4.580645161,0.019,15/12/1975
0.375,4.580645161,0.019,16/12/1975
3.35,4.580645161,0.019,17/12/1975
3.01625,4.580645161,0.019,18/12/1975
0.7225,4.580645161,0.019,19/12/1975
0.07125,4.580645161,0.019,20/12/1975
0,4.580645161,0.019,21/12/1975
0,4.580645161,0.019,22/12/1975
0,4.580645161,0.019,23/12/1975
0,4.580645161,0.019,24/12/1975
0,4.580645161,0.019,25/12/1975
0,4.580645161,0.019,26/12/1975
0,4.580645161,0.019,27/12/1975
2.55625,4.580645161,0.019,28/12/1975
9.57125,4.580645161,0.019,29/12/1975
4.8225,4.580645161,0.019,30/12/1975
0,4.580645161,0.038,31/12/1975
0,5,0.019, 1/01/1976
0,5,0.019, 2/01/1976
0,5,0.019, 3/01/1976
1.1375,5,0.019, 4/01/1976
0.6825,5,0.019, 5/01/1976
0,5,0, 6/01/1976
0,5,0, 7/01/1976
2.48125,5,0, 8/01/1976
1.48875,5,0, 9/01/1976
0,5,0,10/01/1976
0,5,0,11/01/1976
0,5,0,12/01/1976
0.36875,5,0,13/01/1976
5.14,5,0,14/01/1976
3.20125,5,0.019,15/01/1976
0.15,5,0.019,16/01/1976
0,5,0.019,17/01/1976
0,5,0.019,18/01/1976
0,5,0,19/01/1976
0,5,0,20/01/1976
0,5,0,21/01/1976
0,5,0,22/01/1976
0,5,0,23/01/1976
3.6375,5,0,24/01/1976
4.0575,5,0,25/01/1976
4.71875,5,0,26/01/1976
3.4125,5,0,27/01/1976
1.26,5,0,28/01/1976
0.30375,5,0,29/01/1976
0.11875,5,0,30/01/1976
0.30875,5,0,31/01/1976
1.24875,4.24137931,0, 1/02/1976
0.66375,4.24137931,0, 2/02/1976
0,4.24137931,0, 3/02/1976
0,4.24137931,0, 4/02/1976
0,4.24137931,0, 5/02/1976
0,4.24137931,0, 6/02/1976
0,4.24137931,0, 7/02/1976
0.25625,4.24137931,0, 8/02/1976
0.15375,4.24137931,0, 9/02/1976
0,4.24137931,0,10/02/1976
0,4.24137931,0,11/02/1976
0,4.24137931,0,12/02/1976
0,4.24137931,0,13/02/1976
0,4.24137931,0,14/02/1976
0,4.24137931,0,15/02/1976
0,4.24137931,0,16/02/1976
0,4.24137931,0,17/02/1976
4.31875,4.24137931,0,18/02/1976
2.59125,4.24137931,0,19/02/1976
0,4.24137931,0,20/02/1976
0,4.24137931,0,21/02/1976
0,4.24137931,0,22/02/1976
0,4.24137931,0,23/02/1976
0,4.24137931,0,24/02/1976
0,4.24137931,0,25/02/1976
0,4.24137931,0,26/02/1976
0,4.24137931,0,27/02/1976
0,4.24137931,0,28/02/1976
16.39375,4.24137931,0,29/02/1976
9.83625,3.290322581,0, 1/03/1976
0,3.290322581,0, 2/03/1976
0.1,3.290322581,0, 3/03/1976
0.5475,3.290322581,0, 4/03/1976
0.2925,3.290322581,0, 5/03/1976
0,3.290322581,0, 6/03/1976
0,3.290322581,0, 7/03/1976
0.2375,3.290322581,0, 8/03/1976
4.54875,3.290322581,0, 9/03/1976
2.74375,3.290322581,0,10/03/1976
0.06,3.290322581,0,11/03/1976
0,3.290322581,0,12/03/1976
0,3.290322581,0,13/03/1976
0,3.290322581,0,14/03/1976
0,3.290322581,0,15/03/1976
8.55,3.290322581,0,16/03/1976
5.13,3.290322581,0,17/03/1976
0.34375,3.290322581,0,18/03/1976
1.4875,3.290322581,0,19/03/1976
3.7875,3.290322581,0,20/03/1976
7.01125,3.290322581,0,21/03/1976
3.87625,3.290322581,0,22/03/1976
0.45375,3.290322581,0,23/03/1976
0,3.290322581,0,24/03/1976
0,3.290322581,0,25/03/1976
0.01875,3.290322581,0,26/03/1976
0.38625,3.290322581,0,27/03/1976
3.05625,3.290322581,0,28/03/1976
2.19875,3.290322581,0,29/03/1976
0.3,3.290322581,0,30/03/1976
0,3.290322581,0,31/03/1976
0,2.2,0, 1/04/1976
0,2.2,0, 2/04/1976
0,2.2,0, 3/04/1976
5.0875,2.2,0, 4/04/1976
12.37125,2.2,0, 5/04/1976
6.21625,2.2,0, 6/04/1976
1,2.2,0, 7/04/1976
0.63125,2.2,0, 8/04/1976
0.15375,2.2,0, 9/04/1976
0,2.2,0,10/04/1976
0,2.2,0,11/04/1976
0,2.2,0,12/04/1976
0,2.2,0,13/04/1976
0.75,2.2,0,14/04/1976
0.45,2.2,0,15/04/1976
0,2.2,0,16/04/1976
0,2.2,0,17/04/1976
0.76875,2.2,0,18/04/1976
1.92375,2.2,0,19/04/1976
2.60875,2.2,0,20/04/1976
1.545,2.2,0,21/04/1976
3.5725,2.2,0,22/04/1976
2.72375,2.2,0,23/04/1976
0.4575,2.2,0,24/04/1976
1,2.2,0,25/04/1976
0.6,2.2,0,26/04/1976
1.78125,2.2,0,27/04/1976
10.55625,2.2,0,28/04/1976
7.33,2.2,0,29/04/1976
0.9825,2.2,0,30/04/1976
0,1.258064516,0.019, 1/05/1976
0,1.258064516,0.019, 2/05/1976
1.525,1.258064516,0.019, 3/05/1976
3.165,1.258064516,0, 4/05/1976
1.85625,1.258064516,0, 5/05/1976
0.42875,1.258064516,0, 6/05/1976
0.8125,1.258064516,0, 7/05/1976
0.4425,1.258064516,0, 8/05/1976
0.5,1.258064516,0, 9/05/1976
1.54375,1.258064516,0,10/05/1976
1.37125,1.258064516,0,11/05/1976
0.375,1.258064516,0,12/05/1976
0,1.258064516,0,13/05/1976
0,1.258064516,0,14/05/1976
0,1.258064516,0,15/05/1976
1.6,1.258064516,0,16/05/1976
1.92875,1.258064516,0,17/05/1976
2.45625,1.258064516,0,18/05/1976
1.125,1.258064516,0,19/05/1976
0,1.258064516,0,20/05/1976
0.49375,1.258064516,0,21/05/1976
1.765,1.258064516,0.019,22/05/1976
7.31875,1.258064516,0.019,23/05/1976
11.45625,1.258064516,0.019,24/05/1976
8.11875,1.258064516,0.019,25/05/1976
2.1375,1.258064516,0.019,26/05/1976
0,1.258064516,0.019,27/05/1976
0,1.258064516,0.019,28/05/1976
0,1.258064516,0.019,29/05/1976
0,1.258064516,0.019,30/05/1976
2.58125,1.258064516,0,31/05/1976
12.8425,1.033333333,0.019, 1/06/1976
10.97,1.033333333,0.019, 2/06/1976
5.86625,1.033333333,0.096, 3/06/1976
2.01,1.033333333,0.096, 4/06/1976
1.625,1.033333333,0.077, 5/06/1976
9.66875,1.033333333,0.038, 6/06/1976
14.24125,1.033333333,0.115, 7/06/1976
12.57125,1.033333333,0.577, 8/06/1976
8.04375,1.033333333,0.846, 9/06/1976
4.36875,1.033333333,0.712,10/06/1976
1.74625,1.033333333,0.462,11/06/1976
0.285,1.033333333,0.404,12/06/1976
0.8625,1.033333333,0.25,13/06/1976
4.5175,1.033333333,0.173,14/06/1976
3.725,1.033333333,0.154,15/06/1976
5.05125,1.033333333,0.173,16/06/1976
2.55375,1.033333333,0.558,17/06/1976
0,1.033333333,0.673,18/06/1976
0,1.033333333,0.346,19/06/1976
0,1.033333333,0.212,20/06/1976
0,1.033333333,0.173,21/06/1976
0,1.033333333,0.135,22/06/1976
0,1.033333333,0.096,23/06/1976
0,1.033333333,0.077,24/06/1976
0,1.033333333,0.058,25/06/1976
0.11875,1.033333333,0.058,26/06/1976
6.78375,1.033333333,0.058,27/06/1976
5.1525,1.033333333,0.077,28/06/1976
0.68125,1.033333333,0.115,29/06/1976
0.00375,1.033333333,0.115,30/06/1976
0,1.096774194,0.096, 1/07/1976
0,1.096774194,0.077, 2/07/1976
4.20625,1.096774194,0.058, 3/07/1976
9.8675,1.096774194,0.173, 4/07/1976
7.15625,1.096774194,1.231, 5/07/1976
1.76875,1.096774194,0.827, 6/07/1976
0.07125,1.096774194,0.731, 7/07/1976
0,1.096774194,0.519, 8/07/1976
0,1.096774194,0.327, 9/07/1976
0,1.096774194,0.231,10/07/1976
0.74375,1.096774194,0.212,11/07/1976
0.92125,1.096774194,0.173,12/07/1976
1.16,1.096774194,0.154,13/07/1976
2.51875,1.096774194,0.135,14/07/1976
1.77125,1.096774194,0.154,15/07/1976
0.9575,1.096774194,0.173,16/07/1976
1.72375,1.096774194,0.154,17/07/1976
4.7825,1.096774194,0.173,18/07/1976
2.38125,1.096774194,0.231,19/07/1976
0,1.096774194,0.25,20/07/1976
0,1.096774194,0.231,21/07/1976
0,1.096774194,0.192,22/07/1976
0,1.096774194,0.154,23/07/1976
0,1.096774194,0.154,24/07/1976
0.625,1.096774194,0.135,25/07/1976
0.375,1.096774194,0.115,26/07/1976
0,1.096774194,0.096,27/07/1976
1.3125,1.096774194,0.058,28/07/1976
2.575,1.096774194,0.058,29/07/1976
1.56625,1.096774194,0.058,30/07/1976
4.49625,1.096774194,0.077,31/07/1976
10.88875,1.419354839,0.192, 1/08/1976
10.25875,1.419354839,1.212, 2/08/1976
7.61125,1.419354839,3.154, 3/08/1976
4.55625,1.419354839,4.462, 4/08/1976
9.05625,1.419354839,2.423, 5/08/1976
13.4025,1.419354839,4.019, 6/08/1976
9.98625,1.419354839,17.519, 7/08/1976
12.08625,1.419354839,12.135, 8/08/1976
6.14875,1.419354839,3.404, 9/08/1976
1.6375,1.419354839,1.654,10/08/1976
2.22,1.419354839,1.058,11/08/1976
12.5025,1.419354839,2.981,12/08/1976
6.975,1.419354839,8.885,13/08/1976
0,1.419354839,2.673,14/08/1976
0,1.419354839,1.288,15/08/1976
1.6875,1.419354839,0.769,16/08/1976
3.70625,1.419354839,0.635,17/08/1976
1.61625,1.419354839,1.615,18/08/1976
0,1.419354839,0.808,19/08/1976
0,1.419354839,0.577,20/08/1976
0,1.419354839,0.442,21/08/1976
4.725,1.419354839,0.346,22/08/1976
7.1725,1.419354839,0.481,23/08/1976
2.8525,1.419354839,0.673,24/08/1976
0.15,1.419354839,0.846,25/08/1976
0,1.419354839,0.596,26/08/1976
0,1.419354839,0.442,27/08/1976
0,1.419354839,0.365,28/08/1976
0,1.419354839,0.288,29/08/1976
0,1.419354839,0.25,30/08/1976
0,1.419354839,0.212,31/08/1976
2.3625,2.3,0.192, 1/09/1976
3.1675,2.3,0.192, 2/09/1976
4.3375,2.3,0.212, 3/09/1976
3.185,2.3,0.404, 4/09/1976
2.97125,2.3,0.5, 5/09/1976
1.59625,2.3,0.423, 6/09/1976
0.15,2.3,0.346, 7/09/1976
2.34375,2.3,0.288, 8/09/1976
10.6625,2.3,0.288, 9/09/1976
14.64125,2.3,3,10/09/1976
9.34,2.3,12.173,11/09/1976
9.67,2.3,9.058,12/09/1976
5.0275,2.3,4.327,13/09/1976
0.375,2.3,2.288,14/09/1976
0,2.3,1.423,15/09/1976
0,2.3,1.019,16/09/1976
0,2.3,0.769,17/09/1976
0,2.3,0.558,18/09/1976
1.2625,2.3,0.423,19/09/1976
21.13875,2.3,0.558,20/09/1976
25.47875,2.3,10.75,21/09/1976
21.71875,2.3,21.462,22/09/1976
9.49875,2.3,18.096,23/09/1976
0.7425,2.3,6.115,24/09/1976
0,2.3,2.692,25/09/1976
0,2.3,1.577,26/09/1976
0,2.3,1.038,27/09/1976
0,2.3,0.75,28/09/1976
0.0125,2.3,0.558,29/09/1976
0.5075,2.3,0.385,30/09/1976
0.3,3.741935484,0.269, 1/10/1976
2.5125,3.741935484,0.231, 2/10/1976
4.51375,3.741935484,0.212, 3/10/1976
3.3975,3.741935484,0.25, 4/10/1976
4.425,3.741935484,0.25, 5/10/1976
9.48125,3.741935484,0.442, 6/10/1976
8.18375,3.741935484,1.481, 7/10/1976
3.5525,3.741935484,1.212, 8/10/1976
0.9025,3.741935484,0.808, 9/10/1976
1.32125,3.741935484,0.558,10/10/1976
0.75,3.741935484,0.404,11/10/1976
0.70625,3.741935484,0.327,12/10/1976
6.28,3.741935484,0.25,13/10/1976
13.95125,3.741935484,0.25,14/10/1976
8.20625,3.741935484,2.462,15/10/1976
2.035,3.741935484,3.058,16/10/1976
4.615,3.741935484,1.923,17/10/1976
2.8,3.741935484,2.154,18/10/1976
0.20625,3.741935484,1.288,19/10/1976
0,3.741935484,0.808,20/10/1976
8.9125,3.741935484,0.538,21/10/1976
5.69125,3.741935484,1.231,22/10/1976
0.21875,3.741935484,0.788,23/10/1976
0.7575,3.741935484,0.538,24/10/1976
0.45,3.741935484,0.385,25/10/1976
0.4875,3.741935484,0.288,26/10/1976
0.54875,3.741935484,0.212,27/10/1976
0.15375,3.741935484,0.192,28/10/1976
0,3.741935484,0.154,29/10/1976
0,3.741935484,0.135,30/10/1976
0,3.741935484,0.115,31/10/1976
0.95,4.733333333,0.115, 1/11/1976
6.03875,4.733333333,0.096, 2/11/1976
12.1375,4.733333333,0.135, 3/11/1976
5.81375,4.733333333,0.308, 4/11/1976
0.56875,4.733333333,0.327, 5/11/1976
0.16125,4.733333333,0.212, 6/11/1976
0.75,4.733333333,0.173, 7/11/1976
1.45,4.733333333,0.115, 8/11/1976
3.1,4.733333333,0.096, 9/11/1976
4.24375,4.733333333,0.096,10/11/1976
4.39625,4.733333333,0.096,11/11/1976
1.65,4.733333333,0.077,12/11/1976
0.50625,4.733333333,0.058,13/11/1976
6.55375,4.733333333,0.058,14/11/1976
13.6625,4.733333333,0.058,15/11/1976
7.92875,4.733333333,0.308,16/11/1976
4.97625,4.733333333,0.25,17/11/1976
5.75375,4.733333333,0.154,18/11/1976
2.67625,4.733333333,0.154,19/11/1976
0.3775,4.733333333,0.173,20/11/1976
2.74,4.733333333,0.154,21/11/1976
1.885,4.733333333,0.135,22/11/1976
0.15,4.733333333,0.135,23/11/1976
0.25,4.733333333,0.096,24/11/1976
0.8,4.733333333,0.077,25/11/1976
0.39,4.733333333,0.077,26/11/1976
0,4.733333333,0.038,27/11/1976
0,4.733333333,0.019,28/11/1976
12.18125,4.733333333,0.019,29/11/1976
10.69,4.733333333,0.231,30/11/1976
2.27875,4.580645161,0.192, 1/12/1976
0.15,4.580645161,0.115, 2/12/1976
3.55,4.580645161,0.077, 3/12/1976
2.505,4.580645161,0.096, 4/12/1976
3.7,4.580645161,0.096, 5/12/1976
2.95375,4.580645161,0.058, 6/12/1976
0.52125,4.580645161,0.019, 7/12/1976
0.25625,4.580645161,0.019, 8/12/1976
0.15375,4.580645161,0.019, 9/12/1976
0,4.580645161,0.019,10/12/1976
5.725,4.580645161,0.019,11/12/1976
17.66625,4.580645161,0.288,12/12/1976
8.92,4.580645161,0.635,13/12/1976
6.935,4.580645161,0.212,14/12/1976
19.83625,4.580645161,0.404,15/12/1976
12.375,4.580645161,1.865,16/12/1976
3.25125,4.580645161,1.654,17/12/1976
1.255,4.580645161,1.558,18/12/1976
0.95625,4.580645161,0.712,19/12/1976
0.45,4.580645161,0.327,20/12/1976
0,4.580645161,0.212,21/12/1976
0.5,4.580645161,0.135,22/12/1976
4.375,4.580645161,0.096,23/12/1976
2.445,4.580645161,0.096,24/12/1976
0,4.580645161,0.077,25/12/1976
0.25625,4.580645161,0.058,26/12/1976
